customerID,BeginDate,EndDate_raw,EndDate_parsed,tenure_months_snapshot,MonthlyCharges,TotalCharges,num_internet_services,has_internet,has_phone,num_services,avg_monthly_from_total,payment_auto,gender,SeniorCitizen,Partner,Dependents,Type,PaperlessBilling,PaymentMethod,InternetService,MultipleLines,churn_left,active_at_snapshot,target
8361-LBRDI,2015-04-01,No,,58.05,24.35,1423.85,0,0,1,1,24.527993109388458,1,Female,0,No,No,Two year,No,Credit card (automatic),,Yes,0,1,1
4883-KCPZJ,2018-04-01,No,,22.04,25.25,555.4,0,0,1,1,25.199637023593468,1,Female,0,Yes,Yes,Two year,No,Credit card (automatic),,Yes,0,1,1
9108-EQPNQ,2019-04-01,No,,10.05,26.1,225.55,0,0,1,1,22.442786069651742,1,Female,0,Yes,Yes,Two year,No,Credit card (automatic),,Yes,0,1,1
7277-KAMWT,2019-01-01,No,,13.01,20.0,268.45,0,0,0,0,20.63412759415834,1,Male,0,No,No,Two year,No,Credit card (automatic),,No,0,1,1
3842-IYKUE,2017-01-01,2019-12-01 00:00:00,2019-12-01,36.99,85.3,2917.5,2,1,1,3,78.87266828872667,1,Female,0,No,No,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,1,0,0
6641-XRPSU,2017-03-01,2020-01-01 00:00:00,2020-01-01,35.05,70.0,2416.1,0,1,0,0,68.93295292439373,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,1,0,0
1374-DMZUI,2019-09-01,2020-01-01 00:00:00,2020-01-01,5.03,94.3,424.45,2,1,1,3,84.38369781312126,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
2545-LXYVJ,2014-02-01,No,,71.98,20.7,1492.1,0,0,0,0,20.729369269241452,1,Male,0,Yes,No,Two year,No,Bank transfer (automatic),,No,0,1,1
3234-VKACU,2019-12-01,No,,2.04,70.3,132.4,3,1,0,3,64.90196078431373,0,Male,0,No,No,Month-to-month,No,Electronic check,DSL,No,0,1,1
8357-EQXFO,2019-04-01,2019-11-01 00:00:00,2019-11-01,10.05,95.35,660.9,3,1,0,3,65.76119402985074,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
1989-PRJHP,2017-08-01,2019-11-01 00:00:00,2019-11-01,30.03,75.5,1893.95,0,1,1,1,63.06859806859807,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
8120-JDCAM,2019-10-01,No,,4.04,69.55,284.9,0,1,0,0,70.51980198019801,0,Male,0,Yes,Yes,Month-to-month,Yes,Mailed check,Fiber optic,No,0,1,1
8917-FAEMR,2017-01-01,No,,36.99,19.85,784.25,0,0,0,0,21.201676128683427,0,Female,0,No,No,Two year,No,Mailed check,,No,0,1,1
7047-YXDMZ,2018-05-01,No,,21.06,20.0,417.7,0,0,0,0,19.833808167141502,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
2858-EIMXH,2015-09-01,No,,53.02,95.85,5016.25,2,1,1,3,94.61052433044134,1,Female,1,Yes,No,One year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
9524-EGPJC,2018-06-01,2019-12-01 00:00:00,2019-12-01,20.04,90.1,1612.75,2,1,1,3,80.47654690618762,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
6993-OHLXR,2019-11-01,2020-01-01 00:00:00,2020-01-01,3.02,68.95,119.75,0,1,0,0,39.652317880794705,0,Female,0,No,No,Month-to-month,No,Electronic check,Fiber optic,No,1,0,0
8818-XYFCQ,2017-02-01,2019-10-01 00:00:00,2019-10-01,35.97,99.55,3204.65,3,1,1,4,89.0922991381707,1,Male,0,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
6419-ZTTLE,2018-03-01,No,,23.06,20.75,485.2,0,0,0,0,21.040763226366003,0,Male,1,Yes,No,One year,Yes,Electronic check,,No,0,1,1
0929-HYQEW,2019-11-01,No,,3.02,50.15,160.85,1,1,0,1,53.26158940397351,0,Male,0,No,No,Month-to-month,Yes,Mailed check,DSL,No,0,1,1
6614-YOLAC,2014-03-01,No,,71.06,58.65,4145.25,5,1,0,5,58.33450605122432,0,Female,0,Yes,Yes,Two year,No,Mailed check,DSL,,0,1,1
7426-RHZGU,2019-05-01,No,,9.07,95.9,827.45,3,1,0,3,91.22932745314223,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
4065-JJAVA,2020-01-01,No,,1.02,49.5,49.5,1,1,0,1,48.529411764705884,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,No,0,1,1
4695-VADHF,2018-07-01,2020-01-01 00:00:00,2020-01-01,19.05,57.45,990.85,2,1,0,2,52.01312335958005,0,Male,0,Yes,Yes,Month-to-month,No,Electronic check,DSL,No,1,0,0
3863-IUBJR,2018-11-01,2019-11-01 00:00:00,2019-11-01,15.01,53.65,696.35,1,1,0,1,46.39240506329114,1,Male,0,Yes,Yes,One year,No,Credit card (automatic),DSL,No,1,0,0
7649-SIJJF,2014-03-01,No,,71.06,80.1,5585.4,5,1,1,6,78.6011820996341,0,Male,0,Yes,No,Two year,Yes,Mailed check,DSL,Yes,0,1,1
9361-YNQWJ,2014-10-01,No,,64.03,24.4,1601.2,0,0,1,1,25.007027955645793,1,Female,0,No,No,One year,Yes,Bank transfer (automatic),,Yes,0,1,1
3748-FVMZZ,2019-10-01,No,,4.04,40.05,162.45,2,1,0,2,40.21039603960396,0,Male,0,No,No,Month-to-month,Yes,Electronic check,DSL,,0,1,1
9391-TTOYH,2018-03-01,No,,23.06,19.5,470.2,0,0,0,0,20.39028620988725,0,Female,0,No,No,Month-to-month,Yes,Mailed check,,No,0,1,1
1452-XRSJV,2016-11-01,No,,38.99,51.05,2066.0,1,1,0,1,52.98794562708387,1,Female,0,Yes,Yes,Month-to-month,No,Credit card (automatic),DSL,No,0,1,1
3422-WJOYD,2017-10-01,No,,28.02,54.35,1426.45,2,1,0,2,50.90827980014276,0,Male,0,Yes,No,One year,No,Mailed check,DSL,No,0,1,1
8242-SOQUO,2019-09-01,No,,5.03,84.7,392.5,2,1,0,2,78.03180914512922,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
7460-ITWWP,2016-05-01,No,,45.04,86.1,3861.45,2,1,0,2,85.73379218472469,0,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
7147-AYBAA,2017-01-01,No,,36.99,70.35,2552.9,0,1,0,0,69.01595025682617,0,Male,0,No,No,Month-to-month,Yes,Mailed check,Fiber optic,No,0,1,1
7868-TMWMZ,2015-02-01,No,,59.99,110.0,6668.35,6,1,0,6,111.1576929488248,1,Female,1,Yes,No,Two year,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
4822-RVYBB,2019-04-01,2019-12-01 00:00:00,2019-12-01,10.05,100.6,819.4,3,1,1,4,81.53233830845771,0,Male,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
6732-FZUGP,2016-03-01,No,,47.04,94.9,4615.25,3,1,1,4,98.11330782312925,1,Female,0,No,No,One year,No,Credit card (automatic),Fiber optic,Yes,0,1,1
8436-BJUMM,2017-11-01,2020-01-01 00:00:00,2020-01-01,27.0,83.75,2070.6,1,1,1,2,76.68888888888888,0,Male,0,Yes,Yes,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
4184-TJFAN,2019-08-01,2019-11-01 00:00:00,2019-11-01,6.04,88.3,273.75,3,1,0,3,45.3228476821192,0,Female,1,Yes,Yes,Month-to-month,Yes,Mailed check,Fiber optic,No,1,0,0
8329-GWVPJ,2015-12-01,No,,50.03,69.75,3557.7,0,1,0,0,71.11133320007994,1,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,0,1,1
1352-VHKAJ,2017-11-01,No,,27.0,71.6,1957.1,3,1,1,4,72.48518518518519,1,Male,0,Yes,Yes,Month-to-month,No,Bank transfer (automatic),DSL,Yes,0,1,1
4145-UQXUQ,2019-02-01,2019-10-01 00:00:00,2019-10-01,11.99,92.1,729.95,3,1,0,3,60.87989991659717,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
2632-TACXW,2014-12-01,No,,62.02,23.65,1416.75,0,0,1,1,22.843437600773942,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),,Yes,0,1,1
8146-QQKZH,2014-03-01,No,,71.06,81.85,5924.4,5,1,0,5,83.37179848015761,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),DSL,No,0,1,1
1767-CJKBA,2014-08-01,No,,66.03,25.1,1697.7,0,0,1,1,25.71104043616538,0,Male,0,No,No,Two year,No,Mailed check,,Yes,0,1,1
6445-TNRXS,2014-06-01,No,,68.04,114.7,7849.85,6,1,1,7,115.37110523221634,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
4581-LNWUM,2019-01-01,No,,13.01,49.15,649.4,3,1,0,3,49.91544965411222,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,,0,1,1
4869-EPIUS,2015-06-01,No,,56.04,80.9,4557.5,1,1,0,1,81.32583868665239,0,Male,0,Yes,No,One year,Yes,Electronic check,Fiber optic,No,0,1,1
9948-YPTDG,2016-10-01,2019-12-01 00:00:00,2019-12-01,40.01,79.45,3013.05,2,1,0,2,75.30742314421396,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
1236-WFCDV,2018-09-01,2019-11-01 00:00:00,2019-11-01,17.02,90.45,1266.1,2,1,0,2,74.38895417156286,1,Male,1,No,No,Month-to-month,No,Credit card (automatic),Fiber optic,No,1,0,0
1915-OAKWD,2018-10-01,No,,16.03,19.3,360.35,0,0,0,0,22.47972551466001,1,Female,0,No,Yes,One year,Yes,Bank transfer (automatic),,No,0,1,1
7296-PIXQY,2018-12-01,No,,14.03,70.2,1046.5,0,1,0,0,74.59016393442623,0,Female,0,Yes,Yes,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
4883-QICIH,2017-02-01,2019-10-01 00:00:00,2019-10-01,35.97,69.75,2347.9,0,1,0,0,65.27383931053656,1,Male,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,1,0,0
3354-OADJP,2019-06-01,No,,8.05,54.25,447.75,2,1,0,2,55.62111801242236,1,Female,0,No,No,One year,No,Bank transfer (automatic),DSL,No,0,1,1
3524-WQDSG,2016-07-01,No,,43.04,99.3,4209.95,3,1,1,4,97.81482342007435,1,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
0810-DHDBD,2015-10-01,No,,52.04,74.0,3877.65,4,1,1,5,74.51287471176019,1,Female,0,No,No,One year,No,Credit card (automatic),DSL,Yes,0,1,1
4026-SKKHW,2019-11-01,No,,3.02,50.25,152.3,1,1,0,1,50.43046357615894,0,Male,0,No,No,Month-to-month,Yes,Mailed check,DSL,No,0,1,1
2829-HYVZP,2017-09-01,No,,29.01,19.8,572.2,0,0,0,0,19.724233023095486,0,Male,0,No,No,One year,Yes,Mailed check,,No,0,1,1
8329-IBCTI,2019-12-01,2020-01-01 00:00:00,2020-01-01,2.04,19.65,19.65,0,0,0,0,9.63235294117647,0,Female,0,No,No,Month-to-month,No,Mailed check,,No,1,0,0
1271-SJBGZ,2019-01-01,2020-01-01 00:00:00,2020-01-01,13.01,43.65,526.95,3,1,0,3,40.50345887778632,0,Male,1,No,No,Month-to-month,Yes,Electronic check,DSL,,1,0,0
3845-JHAMY,2018-10-01,No,,16.03,35.5,552.7,1,1,0,1,34.479101684341856,1,Female,0,Yes,Yes,Month-to-month,Yes,Credit card (automatic),DSL,,0,1,1
7013-PSXHK,2016-10-01,No,,40.01,80.75,3208.65,4,1,1,5,80.19620094976257,0,Female,0,No,No,One year,Yes,Mailed check,DSL,Yes,0,1,1
5669-SRAIP,2019-08-01,2020-01-01 00:00:00,2020-01-01,6.04,39.5,210.75,2,1,0,2,34.89238410596027,0,Female,0,No,No,Month-to-month,No,Electronic check,DSL,,1,0,0
5981-ITEMU,2016-08-01,2019-12-01 00:00:00,2019-12-01,42.02,97.1,3706.95,2,1,1,3,88.21870537839123,1,Male,0,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,1,0,0
3486-NPGST,2017-02-01,No,,35.97,19.55,620.75,0,0,0,0,17.257436752849596,0,Female,0,No,No,One year,No,Mailed check,,No,0,1,1
6941-PMGEP,2019-06-01,2019-11-01 00:00:00,2019-11-01,8.05,80.0,412.5,1,1,0,1,51.242236024844715,0,Female,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
1624-WOIWJ,2018-12-01,2019-10-01 00:00:00,2019-10-01,14.03,84.7,832.05,2,1,0,2,59.30506058446187,0,Female,0,No,No,Month-to-month,Yes,Mailed check,Fiber optic,No,1,0,0
2074-GKOWZ,2019-09-01,2019-11-01 00:00:00,2019-11-01,5.03,89.55,185.55,2,1,0,2,36.888667992047715,1,Male,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,1,0,0
0376-YMCJC,2018-01-01,2019-12-01 00:00:00,2019-12-01,25.0,90.6,1943.2,2,1,1,3,77.72800000000001,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
6100-FJZDG,2017-12-01,No,,26.02,20.05,505.9,0,0,0,0,19.44273635664873,1,Male,0,Yes,Yes,One year,Yes,Bank transfer (automatic),,No,0,1,1
4829-ZLJTK,2014-02-01,No,,71.98,112.4,8046.85,5,1,1,6,111.79285912753542,0,Female,1,Yes,No,Two year,Yes,Electronic check,Fiber optic,Yes,0,1,1
1730-VFMWO,2017-04-01,No,,34.03,50.2,1815.3,1,1,0,1,53.344108139876575,1,Female,0,Yes,No,Month-to-month,No,Bank transfer (automatic),DSL,No,0,1,1
7143-BQIBA,2019-04-01,No,,10.05,62.25,612.95,3,1,0,3,60.99004975124378,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),DSL,No,0,1,1
3800-LYTRK,2018-12-01,No,,14.03,55.7,795.15,2,1,0,2,56.674982181040626,0,Female,0,No,No,One year,No,Mailed check,DSL,No,0,1,1
0634-SZPQA,2017-11-01,2019-10-01 00:00:00,2019-10-01,27.0,90.05,2169.8,2,1,1,3,80.36296296296297,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,1,0,0
9646-NMHXE,2016-03-01,No,,47.04,19.65,973.1,0,0,0,0,20.686649659863946,0,Male,0,Yes,No,Two year,No,Mailed check,,No,0,1,1
7030-NJVDP,2018-02-01,No,,23.98,89.25,2210.2,3,1,0,3,92.16847372810675,0,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
5536-RTPWK,2015-11-01,2019-12-01 00:00:00,2019-12-01,51.02,99.05,4853.75,3,1,1,4,95.13426107408858,1,Male,0,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,1,0,0
8883-GRDWQ,2018-06-01,No,,20.04,54.0,1055.9,2,1,0,2,52.68962075848304,0,Male,1,No,No,One year,No,Mailed check,DSL,No,0,1,1
6166-ILMNY,2019-10-01,2019-12-01 00:00:00,2019-12-01,4.04,69.75,144.55,0,1,0,0,35.77970297029703,1,Female,0,No,No,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,1,0,0
3097-NNSPB,2019-08-01,2019-10-01 00:00:00,2019-10-01,6.04,49.05,91.1,1,1,0,1,15.082781456953642,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),DSL,No,1,0,0
7771-ZONAT,2018-04-01,No,,22.04,56.75,1304.85,4,1,0,4,59.20372050816697,1,Male,0,No,No,Two year,No,Bank transfer (automatic),DSL,,0,1,1
0655-RBDUG,2019-03-01,2019-10-01 00:00:00,2019-10-01,11.07,98.05,713.0,3,1,1,4,64.40831074977416,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,1,0,0
2111-DWYHN,2020-01-01,No,,1.02,21.1,21.1,0,0,0,0,20.686274509803923,0,Male,0,No,No,Month-to-month,No,Mailed check,,No,0,1,1
4194-WHFCB,2015-03-01,No,,59.07,96.65,5580.8,3,1,1,4,94.47773827662095,1,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,0,1,1
4121-AGSIN,2015-04-01,No,,58.05,24.5,1497.9,0,0,1,1,25.803617571059434,1,Female,0,Yes,Yes,One year,Yes,Credit card (automatic),,Yes,0,1,1
4361-BKAXE,2016-05-01,2019-10-01 00:00:00,2019-10-01,45.04,114.5,4527.45,6,1,1,7,100.52064831261102,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,1,0,0
9845-PEEKO,2015-03-01,No,,59.07,79.2,4590.35,1,1,1,2,77.71034366006434,1,Female,1,No,No,Two year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
0455-XFASS,2019-11-01,No,,3.02,69.55,200.2,0,1,0,0,66.29139072847681,0,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
0301-KOBTQ,2017-06-01,No,,32.03,20.05,614.45,0,0,0,0,19.18357789572276,1,Male,0,No,No,Two year,Yes,Bank transfer (automatic),,No,0,1,1
1751-NCDLI,2016-04-01,No,,46.02,98.85,4564.9,3,1,1,4,99.19382877009994,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,0,1,1
4367-NUYAO,2020-02-01,No,,0.0,25.75,0.0,0,0,1,1,25.75,0,Male,0,Yes,Yes,Two year,No,Mailed check,,Yes,0,1,1
9878-TNQGW,2019-10-01,2019-12-01 00:00:00,2019-12-01,4.04,80.95,171.15,1,1,0,1,42.363861386138616,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
9170-ARBTB,2015-10-01,No,,52.04,19.6,1012.4,0,0,0,0,19.454265949269793,1,Female,0,Yes,Yes,One year,No,Credit card (automatic),,No,0,1,1
4441-NIHPT,2018-11-01,2019-12-01 00:00:00,2019-12-01,15.01,74.3,940.35,1,1,0,1,62.64823451032645,0,Female,1,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,1,0,0
8999-BOHSE,2018-12-01,2019-11-01 00:00:00,2019-11-01,14.03,89.7,1047.7,2,1,0,2,74.67569493941555,1,Female,1,No,No,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,1,0,0
7241-AJHFS,2017-06-01,No,,32.03,87.65,2766.4,2,1,1,3,86.36902903527942,1,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,0,1,1
7029-RPUAV,2018-05-01,2019-10-01 00:00:00,2019-10-01,21.06,100.45,1622.45,3,1,1,4,77.03941120607789,1,Male,1,Yes,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
4546-FOKWR,2018-10-01,No,,16.03,74.75,1129.35,0,1,1,1,70.45227698066125,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
9036-CSKBW,2015-11-01,No,,51.02,107.45,5680.9,5,1,1,6,111.34653077224617,1,Female,0,No,No,One year,No,Bank transfer (automatic),Fiber optic,Yes,0,1,1
5832-TRLPB,2017-09-01,No,,29.01,75.35,2243.9,4,1,0,4,77.34918993450535,1,Male,0,No,No,One year,Yes,Bank transfer (automatic),DSL,No,0,1,1
8590-YFFQO,2014-04-01,No,,70.04,64.95,4523.25,4,1,0,4,64.58095374071958,1,Male,0,Yes,No,Two year,No,Credit card (automatic),DSL,No,0,1,1
8659-IOOPU,2014-03-01,No,,71.06,100.45,7159.7,4,1,1,5,100.75569940895018,0,Female,0,Yes,Yes,Two year,No,Electronic check,Fiber optic,Yes,0,1,1
1338-CECEE,2016-09-01,No,,41.0,68.5,2839.95,3,1,1,4,69.2670731707317,1,Male,0,Yes,Yes,One year,No,Bank transfer (automatic),DSL,Yes,0,1,1
7439-DKZTW,2020-01-01,No,,1.02,80.55,80.55,1,1,0,1,78.97058823529412,0,Male,0,No,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
4646-QZXTF,2019-07-01,No,,7.06,81.25,580.1,5,1,0,5,82.16713881019831,1,Female,0,Yes,No,Month-to-month,No,Bank transfer (automatic),DSL,No,0,1,1
4607-CHPCA,2017-09-01,2019-10-01 00:00:00,2019-10-01,29.01,90.4,2178.6,2,1,0,2,75.09824198552222,0,Male,0,Yes,Yes,One year,Yes,Electronic check,Fiber optic,No,1,0,0
9742-XOKTS,2014-07-01,No,,67.05,89.55,6038.55,3,1,1,4,90.06040268456377,0,Male,0,Yes,Yes,One year,No,Electronic check,Fiber optic,Yes,0,1,1
6921-OZMFH,2019-09-01,No,,5.03,55.7,259.4,1,1,1,2,51.57057654075546,0,Male,0,Yes,Yes,Month-to-month,Yes,Mailed check,DSL,Yes,0,1,1
9578-FOMUK,2018-11-01,No,,15.01,24.8,324.15,0,0,1,1,21.59560293137908,0,Male,0,No,Yes,Month-to-month,Yes,Electronic check,,Yes,0,1,1
4712-UYOOI,2018-06-01,No,,20.04,20.0,417.65,0,0,0,0,20.840818363273453,0,Female,0,Yes,Yes,Month-to-month,No,Electronic check,,No,0,1,1
8824-RWFXJ,2019-07-01,2019-10-01 00:00:00,2019-10-01,7.06,56.15,168.15,2,1,0,2,23.817280453257794,0,Male,0,Yes,Yes,Month-to-month,Yes,Mailed check,DSL,No,1,0,0
7722-CVFXN,2015-08-01,No,,54.04,105.2,5637.85,4,1,1,5,104.32735011102888,0,Male,0,Yes,Yes,One year,Yes,Electronic check,Fiber optic,Yes,0,1,1
8717-VCTXJ,2016-08-01,No,,42.02,19.55,839.4,0,0,0,0,19.97620180866254,0,Male,0,No,No,One year,Yes,Mailed check,,No,0,1,1
7363-QTBIW,2019-05-01,No,,9.07,79.75,769.1,1,1,0,1,84.79603087100331,0,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,No,0,1,1
4159-NAAIX,2014-11-01,No,,63.01,97.45,6253.0,3,1,1,4,99.23821615616569,1,Female,0,No,No,Two year,No,Bank transfer (automatic),Fiber optic,Yes,0,1,1
0971-QIFJK,2014-05-01,No,,69.05,24.25,1641.8,0,0,1,1,23.77697320782042,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),,Yes,0,1,1
9397-TZSHA,2014-05-01,No,,69.05,24.6,1678.05,0,0,1,1,24.30195510499638,1,Female,0,No,No,Two year,No,Credit card (automatic),,Yes,0,1,1
3391-JSQEW,2016-10-01,No,,40.01,50.15,2058.5,1,1,0,1,51.44963759060235,0,Male,0,Yes,No,Month-to-month,Yes,Mailed check,DSL,No,0,1,1
0343-QLUZP,2015-02-01,No,,59.99,39.6,2424.5,3,1,0,3,40.41506917819636,1,Male,0,No,No,Two year,No,Bank transfer (automatic),DSL,,0,1,1
9763-PDTKK,2019-07-01,2019-11-01 00:00:00,2019-11-01,7.06,94.4,387.2,4,1,0,4,54.844192634560905,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,1,0,0
2176-LVPNX,2014-03-01,No,,71.06,89.85,6293.45,6,1,1,7,88.56529693216999,0,Female,1,No,No,Two year,No,Mailed check,DSL,Yes,0,1,1
7627-JKIAZ,2016-09-01,2019-10-01 00:00:00,2019-10-01,41.0,78.95,2839.65,1,1,1,2,69.25975609756098,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,1,0,0
3312-UUMZW,2017-06-01,No,,32.03,98.85,3145.9,3,1,1,4,98.21729628473307,1,Male,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
1271-UODNO,2016-11-01,No,,38.99,53.85,2200.7,1,1,1,2,56.44267760964349,1,Male,0,No,No,Two year,Yes,Credit card (automatic),DSL,Yes,0,1,1
8461-EFQYM,2016-12-01,No,,38.01,24.25,914.4,0,0,1,1,24.056827150749804,0,Female,0,No,No,One year,Yes,Electronic check,,Yes,0,1,1
6900-RBKER,2015-10-01,No,,52.04,89.45,4577.75,2,1,1,3,87.96598770176787,1,Male,0,No,No,Two year,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
6891-JPYFF,2016-02-01,No,,48.0,105.25,4997.5,4,1,1,5,104.11458333333333,1,Female,0,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
1459-QNFQT,2014-04-01,No,,70.04,59.5,4144.8,5,1,0,5,59.17761279268989,1,Male,0,Yes,Yes,Two year,No,Bank transfer (automatic),DSL,,0,1,1
1047-NNCBF,2018-06-01,No,,20.04,70.55,1493.55,0,1,0,0,74.52844311377245,1,Male,0,No,No,Month-to-month,No,Credit card (automatic),Fiber optic,No,0,1,1
3696-XRIEN,2015-12-01,No,,50.03,82.5,4179.1,5,1,1,6,83.53188087147711,1,Female,0,No,No,One year,Yes,Credit card (automatic),DSL,Yes,0,1,1
4081-DYXAV,2018-03-01,2019-10-01 00:00:00,2019-10-01,23.06,44.85,893.55,2,1,0,2,38.748915871639205,1,Female,0,No,No,One year,Yes,Credit card (automatic),DSL,,1,0,0
0074-HDKDG,2018-01-01,No,,25.0,61.6,1611.0,3,1,0,3,64.44,1,Male,0,Yes,Yes,One year,Yes,Bank transfer (automatic),DSL,No,0,1,1
8791-GFXLZ,2019-02-01,No,,11.99,49.05,593.05,1,1,0,1,49.46205170975813,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),DSL,No,0,1,1
8111-SLLHI,2016-10-01,2020-01-01 00:00:00,2020-01-01,40.01,105.65,4284.8,4,1,1,5,107.09322669332668,0,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Fiber optic,Yes,1,0,0
0927-LCSMG,2019-06-01,2020-01-01 00:00:00,2020-01-01,8.05,74.65,544.55,1,1,0,1,67.64596273291924,0,Male,0,No,No,Month-to-month,No,Mailed check,Fiber optic,No,1,0,0
9330-DHBFL,2018-03-01,No,,23.06,66.25,1533.8,4,1,0,4,66.5134431916739,0,Female,0,Yes,Yes,One year,Yes,Mailed check,DSL,No,0,1,1
0098-BOWSO,2017-11-01,No,,27.0,19.4,529.8,0,0,0,0,19.62222222222222,0,Male,0,No,No,Month-to-month,Yes,Electronic check,,No,0,1,1
3452-ABWRL,2016-03-01,No,,47.04,86.05,3865.6,1,1,1,2,82.17687074829932,1,Male,1,No,No,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,0,1,1
5859-HZYLF,2017-12-01,No,,26.02,19.15,515.75,0,0,0,0,19.82129131437356,1,Male,0,Yes,Yes,Two year,Yes,Credit card (automatic),,No,0,1,1
8257-RZAHR,2018-09-01,2019-11-01 00:00:00,2019-11-01,17.02,64.7,941.0,2,1,1,3,55.28789659224442,1,Female,0,Yes,No,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,1,0,0
5293-WXJAK,2019-02-01,2020-01-01 00:00:00,2020-01-01,11.99,104.05,1133.65,4,1,1,5,94.54962468723937,1,Female,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,1,0,0
3156-QLHBO,2019-12-01,No,,2.04,19.25,48.35,0,0,0,0,23.700980392156865,0,Male,0,No,Yes,Month-to-month,No,Mailed check,,No,0,1,1
2208-NQBCT,2017-12-01,No,,26.02,81.95,2070.05,2,1,0,2,79.55611068408918,0,Female,0,Yes,Yes,Month-to-month,No,Electronic check,Fiber optic,No,0,1,1
